fold,draw,kind,subtype,test_n,ibs_pooled,ibs_independent,pooled_minus_independent
1,4,flipped,del1p,59,0.14851448760064972,0.15413763454658594,-0.005623146945936214
1,4,flipped,del13q,88,0.17329455151944564,0.1728172173793622,0.00047733414008344077
1,4,flipped,del17p,30,0.18463064191745338,0.20625842780330045,-0.021627785885847073
1,4,flipped,hyperdiploid,114,0.12941549166693025,0.13124877651606126,-0.001833284849131006
1,5,flipped,amp1q,74,0.13530650173784387,0.12824694731163214,0.007059554426211728
1,5,flipped,del1p,63,0.12001037922481492,0.11627566975215778,0.0037347094726571384
1,5,flipped,del13q,88,0.15219392047947244,0.15594575464548563,-0.003751834166013185
1,5,flipped,del17p,34,0.18179361783285902,0.21504088338626196,-0.03324726555340293
1,5,flipped,hyperdiploid,116,0.12887879478675918,0.1299044907503212,-0.0010256959635620289
1,6,flipped,amp1q,81,0.1324687980206664,0.12552920412350757,0.006939593897158841
1,6,flipped,del1p,69,0.1331116871113615,0.13798064138098223,-0.004868954269620723
1,6,flipped,del13q,88,0.15539955424475263,0.16996071987221725,-0.014561165627464623
1,6,flipped,del17p,43,0.1290897637208235,0.14756064049261866,-0.018470876771795153
1,6,flipped,hyperdiploid,114,0.12430121961091653,0.12569762047408956,-0.0013964008631730251
1,7,flipped,amp1q,81,0.16254914263962789,0.15938258897532812,0.0031665536642997705
1,7,flipped,del1p,73,0.14765411169308104,0.16501427755835815,-0.01736016586527711
1,7,flipped,del13q,86,0.1507893793891086,0.1530372220953625,-0.0022478427062538886
1,7,flipped,del17p,34,0.1959526542135767,0.20408393562816962,-0.008131281414592934
1,7,flipped,hyperdiploid,115,0.13628150914361423,0.13728592311937346,-0.001004413975759233
1,8,flipped,amp1q,78,0.16417179254237527,0.16252565062120333,0.0016461419211719341
1,8,flipped,del1p,57,0.151800764412604,0.14266474282671243,0.00913602158589158
1,8,flipped,del13q,92,0.18094809688773147,0.1751896298517059,0.005758467036025561
1,8,flipped,del17p,34,0.18010355821895838,0.19000591756151558,-0.009902359342557204
1,8,flipped,hyperdiploid,116,0.1386780543912582,0.14626444035596625,-0.0075863859647080645
1,9,flipped,amp1q,72,0.10625873837751255,0.11197038387331935,-0.0057116454958068
