status,reason
blocked,BLOCKED: data/real/mmsygnal_program_activity_0_140.csv does not contain mmSYGNAL 141-program activity (columns 0..140). mmSYGNAL scoring requires program activity generated by the mmSYGNAL/MINER inference pipeline (Wall et al. 2021) on the RNA. RNA PCs and the 10 curated program signatures are NOT valid inputs; no scores were fabricated.
