feature,coef,abs_coef,hazard_ratio
albumin,-0.2699046728530097,0.2699046728530097,0.7634522685947454
age,0.24748533211609156,0.24748533211609156,1.2808005756117882
iss_3,0.1876608004335309,0.1876608004335309,1.2064242273634764
b2m,0.12082145513187009,0.12082145513187009,1.1284234201694314
sex_M,0.09743694821027735,0.09743694821027735,1.1023419347402126
line_of_therapy,0.08334239659986319,0.08334239659986319,1.0869139004669628
iss_2,0.05222440506319357,0.05222440506319357,1.0536121518881683
